"","bloom_period","fall_conspicuous","flower_conspicuous","fruit_period","id","link_st","name","native_status","palatable_human","sc_name_corr","scientific_name","th_height","th_src","th_width","title_st","wildlife_value","corrected","link_eol","title_eol"
387,"","","","","","https://selectree.calpoly.edu/tree-detail/taxodium-mucronatum","Taxodium mucronatum","","","Taxodium mucronatum","","","","","Taxodium mucronatum","","","",""
388,"","","","","","https://selectree.calpoly.edu/tree-detail/thuja-occidentalis","Thuja occidentalis","","","Thuja occidentalis","","","","","AMERICAN ARBORVITAE Thuja occidentalis","","Thuja occidentalis","http://eol.org/pages/1034927/overview","Arborvitae - Thuja occidentalis - Overview - Encyclopedia of Life"
389,"","","","","","https://selectree.calpoly.edu/tree-detail/thuja-occidentalis","Thuja orientalis","","","Thuja orientalis","","","","","AMERICAN ARBORVITAE Thuja occidentalis","","","",""
390,"","","","","","https://selectree.calpoly.edu/tree-detail/thuja-plicata","Thuja plicata","","","Thuja plicata","",183.0,"https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTzxwiH46adoKSuCCkkmINJX-N--MTY7R3A6mbsgK6KsOD1TdtCR8SxQ5Q",275.0,"WESTERN RED CEDAR Thuja plicata","","","",""
391,"","","","","","","Tilia","","","Tilia","","","","","","","Tilia","http://eol.org/pages/584834/overview","American Linden - Tilia americana - Overview - Encyclopedia of Life"
392,"","","","","","https://selectree.calpoly.edu/tree-detail/tilia-americana","Tilia americana","","","Tilia americana","","","","","Tilia americana","","Tilia americana","http://eol.org/pages/42019646/overview","Tilia americana fo. macrophylla - Overview - Encyclopedia of Life"
393,"","","","","","https://selectree.calpoly.edu/tree-detail/lophostemon-confertus","Tristania conferta","","","Tristania conferta","","","","","SelecTree: Tree Detail","","","",""
394,"","","","","","","Ulmus carpinifolia","","","Ulmus carpinifolia","","","","","","","","",""
395,"","","","","","https://selectree.calpoly.edu/tree-detail/ulmus-glabra","Ulmus glabra","","","Ulmus glabra","","","","","Ulmus glabra","","Ulmus glabra","http://eol.org/pages/594916/overview","Wych Elm - Ulmus glabra - Overview - Encyclopedia of Life"
396,"","","","","","https://selectree.calpoly.edu/tree-detail/yucca-elephantipes","Yucca elephantipes","","","Yucca elephantipes","","","","","Yucca elephantipes","","","",""
397,"","","","","","https://selectree.calpoly.edu/tree-detail/zelkova-serrata","Zelkova serrata","","","Zelkova serrata","","","","","SAWLEAF ZELKOVA Zelkova serrata","","","",""
